scope,storage_root,field_path,field_label,data_type,format,requiredness,required_when,allowed_values,sensitive,persistence_status,derived_or_input,collection_min,collection_max,initial_item_count,sync_party_ids,source_file,source_symbol,source_line,notes
plan_annual,D,q10Directives[].title,Advance directive title,string,,conditional,row is populated,,none,persisted,input,0,unbounded,0,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q10Directives[].dateSigned,Advance directive signed date,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q10Directives[].signedBy,Advance directive signed by,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q10Directives[].agents,Advance directive agents,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q10Directives[].alternates,Advance directive alternates,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q10Directives[].relationship,Advance directive relationship,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q10Directives[].contact,Advance directive contact,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q10Directives[].courtRevoked,Advance directive court revoked indicator,enum,,conditional,directive row is populated,Yes; No,none,persisted,input,0,unbounded,0,,src/core/state.js,emptyPlanDirective() / emptyDataPlanAnnual(),,Tri-state Yes/No; order date and county/state are shown when Yes.
plan_annual,D,q10Directives[].orderDate,Advance directive order date,date,iso-date,optional,,,none,persisted,input,0,unbounded,0,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q10Directives[].orderCounty,Advance directive order county,string,,optional,,,none,persisted,input,0,unbounded,0,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,certPhysicianAttached,Certification: physician's statement attached,boolean,,optional,"Milestone 34-1A, Item 1: readiness-panel reminder only, not enforced by validatePlanAnnual() -- depends on an external, unverifiable-by-software fact",,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
guardian_inventory,D,witnesses[].name,Witness name,string,,optional,,,personal,persisted,input,0,unbounded,0,,src/legacy-app.js,mkWitness(),,Optional witness row.
guardian_inventory,D,witnesses[].address,Witness address,string,,optional,,,personal,persisted,input,0,unbounded,0,,src/legacy-app.js,mkWitness(),,Address component.
guardian_inventory,D,witnesses[].occupation,Witness occupation,string,,optional,,,none,persisted,input,0,unbounded,0,,src/legacy-app.js,mkWitness(),,Free text.
guardian_inventory,D,serviceRecipients[].name,Service recipient name,string,,optional,,,personal,persisted,input,1,4,2,,src/legacy-app.js,mk.recipient() / emptyDataGuardian(),,Repeatable recipient row.
guardian_inventory,D,serviceRecipients[].address,Service recipient address,string,,optional,,,personal,persisted,input,1,4,2,,src/legacy-app.js,mk.recipient() / emptyDataGuardian(),,Address component.
guardian_inventory,D,serviceRecipients[].cityStateZip,Service recipient city/state/ZIP,string,zip,optional,,,personal,persisted,input,1,4,2,,src/legacy-app.js,mk.recipient() / emptyDataGuardian(),,Address component.
guardian_inventory,D,serviceAttorney.name,Service attorney name,string,,optional,,,personal,persisted,input,,,,,src/legacy-app.js,emptyDataGuardian(),,Party field.
guardian_inventory,D,serviceAttorney.barNumber,Service attorney bar number,string,bar-number,optional,,,legal-id,persisted,input,,,,,src/legacy-app.js,emptyDataGuardian(),,Identifier.
guardian_inventory,D,serviceAttorney.phone,Service attorney phone,string,phone,optional,,,personal,persisted,input,,,,,src/legacy-app.js,emptyDataGuardian(),,Formatted phone.
guardian_inventory,D,serviceAttorney.streetAddress,Service attorney street address,string,,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataGuardian(),,Address component.
guardian_inventory,D,serviceAttorney.cityStateZip,Service attorney city/state/ZIP,string,zip,optional,,,none,persisted,input,,,,,src/legacy-app.js,emptyDataGuardian(),,Address component.
plan_minor,D,q4Primary,Primary care service provided,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,
plan_minor,D,q4PrimaryFreq,Primary care visit frequency,string,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,
plan_minor,D,q4Dentist,Dentist service provided,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,
plan_minor,D,q4DentistFreq,Dentist visit frequency,string,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,
plan_minor,D,q4Specialist,Specialist service provided,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,
plan_minor,D,q4SpecialistFreq,Specialist visit frequency,string,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,
plan_minor,D,q4PT,Physical therapy provided,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,
plan_minor,D,q4ST,Speech therapy provided,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,
plan_minor,D,q4OT,Occupational therapy provided,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,
plan_minor,D,q4MinorDecides,Minor decides medical care,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,
plan_minor,D,q4Other,Other medical service provided,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,
plan_minor,D,q4Explain,Medical service explanation,string,,conditional,q4Other is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,
plan_minor,D,q5SchoolProgress,School progress summary,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,
plan_minor,D,q5SocialDevelopment,Social development description,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,
plan_minor,D,q5Communicates,Communication statement,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,
plan_minor,D,q5Interpersonal,Interpersonal relationships statement,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,
plan_minor,D,q5NoUnmetNeeds,No unmet social needs,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,
plan_minor,D,q5DoesNotCareToSocialize,Does not care to socialize,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,
plan_minor,D,q5UnmetNeeds,Has unmet social needs,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,
plan_minor,D,q5Other,Other unmet need,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,
plan_minor,D,q5Explain,Unmet need explanation,string,,conditional,q5Other is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanMinor(),,
derived,calcTotalsAnnual(),schC_gains,Schedule C capital gains total,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,calcTotalsAnnual(),,Returned by calcTotalsAnnual as the sum of schC[].gain
derived,calcTotalsAnnual(),schC_losses,Schedule C capital losses total,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,calcTotalsAnnual(),,Returned by calcTotalsAnnual as the sum of schC[].loss (entered as negative)
derived,calcTotalsAnnual(),schC_net,Schedule C net capital gain/loss,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,calcTotalsAnnual(),,Returned by calcTotalsAnnual as schC_gains + schC_losses
derived,calcTotalsAnnual(),schD1_restricted,Schedule D-1 restricted asset value,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,calcTotalsAnnual(),,"Returned by calcTotalsAnnual as the sum of schD1[] rows where restricted==='Yes', each row's fullAmount * wardPct"
derived,calcTotalsAnnual(),schD1_total,Schedule D-1 total asset value,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,calcTotalsAnnual(),,Returned by calcTotalsAnnual as the sum of schD1[].fullAmount * wardPct
derived,calcTotalsAnnual(),schD2_carrying,Schedule D-2 carrying value total,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,calcTotalsAnnual(),,Returned by calcTotalsAnnual as the sum of schD2[].carryingValue * wardPct
derived,calcTotalsAnnual(),schD2_ward,Schedule D-2 ward's value total,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,calcTotalsAnnual(),,Returned by calcTotalsAnnual as the sum of schD2[].fullValue * wardPct
derived,calcTotalsAnnual(),schD3_carrying,Schedule D-3 carrying value total,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,calcTotalsAnnual(),,Returned by calcTotalsAnnual as the sum of schD3[].carryingValue * wardPct
derived,calcTotalsAnnual(),schD3_ward,Schedule D-3 ward's value total,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,calcTotalsAnnual(),,Returned by calcTotalsAnnual as the sum of schD3[].fullAmount * wardPct
derived,calcTotalsAnnual(),schD4_restricted,Schedule D-4 restricted asset value,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,calcTotalsAnnual(),,"Returned by calcTotalsAnnual as the sum of schD4[] rows where restricted==='Yes', each row's carryingValue * wardPct"
derived,calcTotalsAnnual(),schD4_carrying,Schedule D-4 carrying value total,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,calcTotalsAnnual(),,Returned by calcTotalsAnnual as the sum of schD4[].carryingValue * wardPct
derived,calcTotalsAnnual(),schD4_ward,Schedule D-4 ward's value total,decimal,currency,n/a,,,none,derived,derived,,,,,src/features/annual-accounting/totals.js,calcTotalsAnnual(),,Returned by calcTotalsAnnual as the sum of schD4[].fullAmount * wardPct
